Message,Category
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),ham
I'm in inside office..still filling forms.don know when they leave me.,ham
Hey now am free you can call me.,ham
Mm you ask him to come its enough :-),ham
I reach home safe n sound liao...,ham
your store may be suspended by observing the government ' s new rules. please contact the account details before 23 : 10 online : live. facebook - updates. com / account,spam
Wif my family booking tour package.,ham
"Yes, my reg is  Ciao!",ham
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,ham
"on assure successful payment process, child support is required. fill out payment report here : www. formal - confirmation. com / form",spam
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,spam
Hey check it da. I have listed da.,ham
So that means you still think of teju,ham
"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",ham
Meeting u is my work. . . Tel me when shall i do my work tomorrow,ham
Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,ham
I wont do anything de.,ham
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam
i am going to bed now prin,ham
Its going good...no problem..but still need little experience to understand american customer voice...,ham
No problem. Talk to you later,ham
Indeed and by the way it was either or - not both !,ham
I dled 3d its very imp,ham
I know complain num only..bettr directly go to bsnl offc nd apply for it..,ham
"has noticed suspicious aliens on your ship. for preserve your independence, complete the security log by post here : www. i - check. ing / login",spam
Today am going to college so am not able to atten the class.,ham
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,spam
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",ham
Yeah get the unlimited,ham
isActive:false},"{""mode"":""full"""
No current and food here. I am alone also,ham
Ok that's great thanx a lot.,ham
Match started.india  &lt;#&gt;  for 2,ham
We detected suspicious transactions on your account. Please verify your details by clicking on the following link: www.transaction-check.com/verify,spam
Dear are you angry i was busy dear,ham
"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",ham
Dont know you bring some food,ham
Dear i am not denying your words please,ham
Dear good morning how you feeling dear,ham
"Velly good, yes please!",ham
"dear seller, we are pleased to release you all the evidence related to the request from the purchaser jane ann has become successfully processed. you complete the process, we kindly ask you to confirm your profile. which is the important step to protect all your contacts are up to date.",spam
"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",ham
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",ham
Ok then i will come to ur home after half an hour,ham
Yup ok thanx...,ham
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,ham
When did dad get back.,ham
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
Lmao but its so fun...,ham
Thanx 4 sending me home...,ham
ALRITE,ham
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam
"I'm not sure, I was just checking out what was happening around the area",ham
ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O £250 3 WANT £800,spam
Ok. She'll be ok. I guess,ham
Good night my dear.. Sleepwell&amp;Take care,ham
&lt;#&gt;  w jetton ave if you forgot,ham
Oh... Kay... On sat right?,ham
Whats the staff name who is taking class for us?,ham
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam
Call FREEPHONE 0800 542 0578 now!,spam
The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,ham
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,ham
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),ham
Should I be stalking u?,ham
I surely dont forgot to come:)i will always be in touch in with you:-),ham
I accidentally deleted the message. Resend please.,ham
Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,ham
Ü still attending da talks?,ham
I dont want to hear anything,ham
congratulations! they ' ll won a five - year premium rating. join your account on claim your pick : www. the - offer. com / claim,spam
Nobody can decide where to eat and dad wants Chinese,ham
Are you coming to day for class.,ham
And pls pls drink plenty plenty water,ham
K...k...yesterday i was in cbe .,ham
"Uncle G, just checking up on you. Do have a rewarding month",ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
Aiyah ok wat as long as got improve can already wat...,ham
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,ham
"to complete the payment processing, additional credit forms required. available in loan form here : www. financial - confirmation. com / registered",spam
Or I guess  &lt;#&gt;  min,ham
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,ham
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,ham
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",ham
I cant pick the phone right now. Pls send a message,ham
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q?",ham
Ok no prob,ham
Aiyah then i wait lor. Then u entertain me. Hee...,ham
Hi' Test on  &lt;#&gt; rd ....,ham
When you came to hostel.,ham
Oh ho. Is this the first time u use these type of words,ham
ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,spam
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,ham
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",ham
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,ham
U attend ur driving lesson how many times a wk n which day?,ham
Ü wait 4 me in sch i finish ard 5..,ham
a typical email that arrived that cannot be delivered due to a low inbox. clear envelope or room in size limit : www. email - review. org / upgrade,spam
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,spam
Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,ham
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
"Tee hee. Off to lecture, cheery bye bye.",ham
22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,spam
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,ham
1's finish meeting call me.,ham
Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,ham
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",ham
"Ta-Daaaaa! I am home babe, are you still up ?",ham
Hi msg me:)i'm in office..,ham
Alex says he's not ok with you not being ok with it,ham
Yun buying... But school got offer 2000 plus only...,ham
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please",ham
Ffffffffff. Alright no way I can meet up with you sooner?,ham
Just wait till end of march when el nino gets himself. Oh.,ham
What's a feathery bowa? Is that something guys have that I don't know about?,ham
"still user, any actions regarding this account require further verification. please check the process on : www. still - user. com / update",spam
It took Mr owl 3 licks,ham
Ugh I don't wanna get out of bed. It's so warm.,ham
Hmmm:)how many players selected?,ham
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,spam
Dont show yourself. How far. Put new pictures up on facebook.,ham
* Will have two more cartons off u and is very pleased with shelves,ham
"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",ham
